5, 2053, m, 2059, f, 2004, m, 2005, f, 2053 2047 2045 2005 2004 2006 2823 2824 2059 , m2053 m2047 (m2045) f2005 m2004 (m2006) m2823 m2824 f2059 , FFDHFSSD, 2053 2059, 2004 2005, G1, 1, G-2, 1, 4, 4
2033, 3187, m, 3190, f, 3572, m, 4529, f, 3187 3189 6046 4529 3572 6114 7049 6586 3191 3190 , m3187 f3189 (f6046) f4529 m3572 f6114 (m7049) m6586 m3191 f3190 , MMDHMFSSD, 3187 3190, 3572 4529, G1, 1, G-1, 2, 4, 5
2033, 3187, m, 3190, f, 3572, m, 4529, f, 3187 3189 6046 4529 3572 6114 7049 6586 3191 3190 , m3187 f3189 (f6046) f4529 m3572 f6114 (m7049) m6586 m3191 f3190 , MMDHMFSSD, 3187 3190, 3572 4529, G1, 1, G-1, 2, 4, 5
2034, 3187, m, 3190, f, 3572, m, 4529, f, 3187 3189 6046 4529 3572 6114 7050 6586 3191 3190 , m3187 f3189 (f6046) f4529 m3572 f6114 (f7050) m6586 m3191 f3190 , MMDHMMSSD, 3187 3190, 3572 4529, G1, 1, G-1, 2, 4, 5
2034, 3187, m, 3190, f, 3572, m, 4529, f, 3187 3189 6046 4529 3572 6114 7050 6586 3191 3190 , m3187 f3189 (f6046) f4529 m3572 f6114 (f7050) m6586 m3191 f3190 , MMDHMMSSD, 3187 3190, 3572 4529, G1, 1, G-1, 2, 4, 5
2035, 3977, m, 6658, f, 3237, m, 4248, f, 3977 5065 3237 4248 6305 6684 6659 6658 , m3977 (m5065) m3237 f4248 f6305 (m6684) m6659 f6658 , FSWMFSD, 3977 6658, 3237 4248, G0, 1, G0, 2, 3, 4
2036, 3977, m, 6658, f, 3237, m, 4248, f, 3977 5065 3237 4248 6305 6685 6659 6658 , m3977 (m5065) m3237 f4248 f6305 (f6685) m6659 f6658 , FSWMMSD, 3977 6658, 3237 4248, G0, 1, G0, 2, 3, 4
2037, 3977, m, 6658, f, 3237, m, 4248, f, 3977 5066 3237 4248 6305 6684 6659 6658 , m3977 (f5066) m3237 f4248 f6305 (m6684) m6659 f6658 , MSWMFSD, 3977 6658, 3237 4248, G0, 1, G0, 2, 3, 4
2038, 3977, m, 6658, f, 3237, m, 4248, f, 3977 5066 3237 4248 6305 6685 6659 6658 , m3977 (f5066) m3237 f4248 f6305 (f6685) m6659 f6658 , MSWMMSD, 3977 6658, 3237 4248, G0, 1, G0, 2, 3, 4
2043, 6157, m, 6158, f, 3999, m, 3323, f, 6157 3324 3323 3999 5072 6812 6159 6158 , m6157 (m3324) f3323 m3999 f5072 (m6812) f6159 f6158 , FDHMFDD, 6157 6158, 3323 3999, G0, 1, G0, 2, 3, 4
2043, 6157, m, 6158, f, 3999, m, 3323, f, 6157 3324 3323 3999 5072 6812 6159 6158 , m6157 (m3324) f3323 m3999 f5072 (m6812) f6159 f6158 , FDHMFDD, 6157 6158, 3323 3999, G0, 1, G0, 2, 3, 4
2044, 6157, m, 6158, f, 3999, m, 3323, f, 6157 3324 3323 3999 5072 6813 6159 6158 , m6157 (m3324) f3323 m3999 f5072 (f6813) f6159 f6158 , FDHMMDD, 6157 6158, 3323 3999, G0, 1, G0, 2, 3, 4
2044, 6157, m, 6158, f, 3999, m, 3323, f, 6157 3324 3323 3999 5072 6813 6159 6158 , m6157 (m3324) f3323 m3999 f5072 (f6813) f6159 f6158 , FDHMMDD, 6157 6158, 3323 3999, G0, 1, G0, 2, 3, 4
2045, 6157, m, 6158, f, 3999, m, 3323, f, 6157 3325 3323 3999 5072 6812 6159 6158 , m6157 (f3325) f3323 m3999 f5072 (m6812) f6159 f6158 , MDHMFDD, 6157 6158, 3323 3999, G0, 1, G0, 2, 3, 4
2045, 6157, m, 6158, f, 3999, m, 3323, f, 6157 3325 3323 3999 5072 6812 6159 6158 , m6157 (f3325) f3323 m3999 f5072 (m6812) f6159 f6158 , MDHMFDD, 6157 6158, 3323 3999, G0, 1, G0, 2, 3, 4
2046, 6157, m, 6158, f, 3999, m, 3323, f, 6157 3325 3323 3999 5072 6813 6159 6158 , m6157 (f3325) f3323 m3999 f5072 (f6813) f6159 f6158 , MDHMMDD, 6157 6158, 3323 3999, G0, 1, G0, 2, 3, 4
2046, 6157, m, 6158, f, 3999, m, 3323, f, 6157 3325 3323 3999 5072 6813 6159 6158 , m6157 (f3325) f3323 m3999 f5072 (f6813) f6159 f6158 , MDHMMDD, 6157 6158, 3323 3999, G0, 1, G0, 2, 3, 4
2047, 3389, m, 6207, f, 5077, m, 6700, f, 3389 6205 7858 6700 5077 6570 6208 6207 , m3389 m6205 (m7858) f6700 m5077 (m6570) m6208 f6207 , FFDHFSD, 3389 6207, 5077 6700, G1, 1, G-1, 1, 4, 3
2047, 3389, m, 6207, f, 5077, m, 6700, f, 3389 6205 7858 6700 5077 6570 6208 6207 , m3389 m6205 (m7858) f6700 m5077 (m6570) m6208 f6207 , FFDHFSD, 3389 6207, 5077 6700, G1, 1, G-1, 1, 4, 3
2048, 3389, m, 6207, f, 5077, m, 6700, f, 3389 6205 7858 6700 5077 6571 6208 6207 , m3389 m6205 (m7858) f6700 m5077 (f6571) m6208 f6207 , FFDHMSD, 3389 6207, 5077 6700, G1, 1, G-1, 1, 4, 3
2048, 3389, m, 6207, f, 5077, m, 6700, f, 3389 6205 7858 6700 5077 6571 6208 6207 , m3389 m6205 (m7858) f6700 m5077 (f6571) m6208 f6207 , FFDHMSD, 3389 6207, 5077 6700, G1, 1, G-1, 1, 4, 3
2049, 3389, m, 6207, f, 5077, m, 6700, f, 3389 6205 7859 6700 5077 6570 6208 6207 , m3389 m6205 (f7859) f6700 m5077 (m6570) m6208 f6207 , FMDHFSD, 3389 6207, 5077 6700, G1, 1, G-1, 1, 4, 3
2049, 3389, m, 6207, f, 5077, m, 6700, f, 3389 6205 7859 6700 5077 6570 6208 6207 , m3389 m6205 (f7859) f6700 m5077 (m6570) m6208 f6207 , FMDHFSD, 3389 6207, 5077 6700, G1, 1, G-1, 1, 4, 3
2050, 3389, m, 6207, f, 5077, m, 6700, f, 3389 6205 7859 6700 5077 6571 6208 6207 , m3389 m6205 (f7859) f6700 m5077 (f6571) m6208 f6207 , FMDHMSD, 3389 6207, 5077 6700, G1, 1, G-1, 1, 4, 3
2050, 3389, m, 6207, f, 5077, m, 6700, f, 3389 6205 7859 6700 5077 6571 6208 6207 , m3389 m6205 (f7859) f6700 m5077 (f6571) m6208 f6207 , FMDHMSD, 3389 6207, 5077 6700, G1, 1, G-1, 1, 4, 3
2051, 3389, m, 6207, f, 6205, m, 8357, f, 3389 6205 8357 6570 6208 6207 , m3389 (m6205) f8357 (m6570) m6208 f6207 , FWFSD, 3389 6207, 6205 8357, G1, 0, G-1, 1, 2, 3
2051, 3389, m, 6207, f, 6205, m, 8357, f, 3389 6205 8357 6570 6208 6207 , m3389 (m6205) f8357 (m6570) m6208 f6207 , FWFSD, 3389 6207, 6205 8357, G1, 0, G-1, 1, 2, 3
2052, 3389, m, 6207, f, 6205, m, 8357, f, 3389 6205 8357 6571 6208 6207 , m3389 (m6205) f8357 (f6571) m6208 f6207 , FWMSD, 3389 6207, 6205 8357, G1, 0, G-1, 1, 2, 3
2052, 3389, m, 6207, f, 6205, m, 8357, f, 3389 6205 8357 6571 6208 6207 , m3389 (m6205) f8357 (f6571) m6208 f6207 , FWMSD, 3389 6207, 6205 8357, G1, 0, G-1, 1, 2, 3
2053, 4473, m, 4474, f, 3521, m, 3524, f, 4473 3525 3524 3521 3522 4134 4474 , m4473 (m3525) f3524 m3521 (m3522) m4134 f4474 , FDHFSD, 4473 4474, 3521 3524, G0, 1, G-1, 1, 3, 3
2053, 4473, m, 4474, f, 3521, m, 3524, f, 4473 3525 3524 3521 3522 4134 4474 , m4473 (m3525) f3524 m3521 (m3522) m4134 f4474 , FDHFSD, 4473 4474, 3521 3524, G0, 1, G-1, 1, 3, 3
2054, 4473, m, 4474, f, 3521, m, 3524, f, 4473 3525 3524 3521 3523 4134 4474 , m4473 (m3525) f3524 m3521 (f3523) m4134 f4474 , FDHMSD, 4473 4474, 3521 3524, G0, 1, G-1, 1, 3, 3
2054, 4473, m, 4474, f, 3521, m, 3524, f, 4473 3525 3524 3521 3523 4134 4474 , m4473 (m3525) f3524 m3521 (f3523) m4134 f4474 , FDHMSD, 4473 4474, 3521 3524, G0, 1, G-1, 1, 3, 3
2055, 4386, m, 4387, f, 3558, m, 3561, f, 4386 3428 3561 3558 3559 4387 , m4386 (m3428) f3561 m3558 (m3559) f4387 , FDHFD, 4386 4387, 3558 3561, G0, 1, G0, 1, 3, 2
2055, 4386, m, 4387, f, 3558, m, 3561, f, 4386 3428 3561 3558 3559 4387 , m4386 (m3428) f3561 m3558 (m3559) f4387 , FDHFD, 4386 4387, 3558 3561, G0, 1, G0, 1, 3, 2
2056, 4386, m, 4387, f, 3558, m, 3561, f, 4386 3434 3561 3558 3559 4387 , m4386 (f3434) f3561 m3558 (m3559) f4387 , MDHFD, 4386 4387, 3558 3561, G0, 1, G0, 1, 3, 2
2056, 4386, m, 4387, f, 3558, m, 3561, f, 4386 3434 3561 3558 3559 4387 , m4386 (f3434) f3561 m3558 (m3559) f4387 , MDHFD, 4386 4387, 3558 3561, G0, 1, G0, 1, 3, 2
2057, 4386, m, 4387, f, 3558, m, 3561, f, 4386 3428 3561 3558 3560 4387 , m4386 (m3428) f3561 m3558 (f3560) f4387 , FDHMD, 4386 4387, 3558 3561, G0, 1, G0, 1, 3, 2
2057, 4386, m, 4387, f, 3558, m, 3561, f, 4386 3428 3561 3558 3560 4387 , m4386 (m3428) f3561 m3558 (f3560) f4387 , FDHMD, 4386 4387, 3558 3561, G0, 1, G0, 1, 3, 2
2058, 4386, m, 4387, f, 3558, m, 3561, f, 4386 3434 3561 3558 3560 4387 , m4386 (f3434) f3561 m3558 (f3560) f4387 , MDHMD, 4386 4387, 3558 3561, G0, 1, G0, 1, 3, 2
2058, 4386, m, 4387, f, 3558, m, 3561, f, 4386 3434 3561 3558 3560 4387 , m4386 (f3434) f3561 m3558 (f3560) f4387 , MDHMD, 4386 4387, 3558 3561, G0, 1, G0, 1, 3, 2
2059, 3613, m, 3614, f, 7473, m, 6159, f, 3613 6879 7473 6159 6812 6882 3614 , m3613 (m6879) m7473 f6159 (m6812) f6882 f3614 , FSWFDD, 3613 3614, 6159 7473, G0, 1, G-1, 1, 3, 3
2059, 3613, m, 3614, f, 7473, m, 6159, f, 3613 6879 7473 6159 6812 6882 3614 , m3613 (m6879) m7473 f6159 (m6812) f6882 f3614 , FSWFDD, 3613 3614, 6159 7473, G0, 1, G-1, 1, 3, 3
2060, 3613, m, 3614, f, 7473, m, 6159, f, 3613 6879 7473 6159 6813 6882 3614 , m3613 (m6879) m7473 f6159 (f6813) f6882 f3614 , FSWMDD, 3613 3614, 6159 7473, G0, 1, G-1, 1, 3, 3
2060, 3613, m, 3614, f, 7473, m, 6159, f, 3613 6879 7473 6159 6813 6882 3614 , m3613 (m6879) m7473 f6159 (f6813) f6882 f3614 , FSWMDD, 3613 3614, 6159 7473, G0, 1, G-1, 1, 3, 3
2061, 3613, m, 3614, f, 7473, m, 6159, f, 3613 6880 7473 6159 6812 6882 3614 , m3613 (f6880) m7473 f6159 (m6812) f6882 f3614 , MSWFDD, 3613 3614, 6159 7473, G0, 1, G-1, 1, 3, 3
2061, 3613, m, 3614, f, 7473, m, 6159, f, 3613 6880 7473 6159 6812 6882 3614 , m3613 (f6880) m7473 f6159 (m6812) f6882 f3614 , MSWFDD, 3613 3614, 6159 7473, G0, 1, G-1, 1, 3, 3
2062, 3613, m, 3614, f, 7473, m, 6159, f, 3613 6880 7473 6159 6813 6882 3614 , m3613 (f6880) m7473 f6159 (f6813) f6882 f3614 , MSWMDD, 3613 3614, 6159 7473, G0, 1, G-1, 1, 3, 3
2062, 3613, m, 3614, f, 7473, m, 6159, f, 3613 6880 7473 6159 6813 6882 3614 , m3613 (f6880) m7473 f6159 (f6813) f6882 f3614 , MSWMDD, 3613 3614, 6159 7473, G0, 1, G-1, 1, 3, 3
2063, 5086, m, 5087, f, 3674, m, 3675, f, 5086 6564 3675 3674 6601 7794 5087 , m5086 (m6564) f3675 m3674 f6601 (m7794) f5087 , FDHMFD, 5086 5087, 3674 3675, G0, 1, G1, 1, 3, 3
2064, 5086, m, 5087, f, 3674, m, 3675, f, 5086 6565 3675 3674 6601 7794 5087 , m5086 (f6565) f3675 m3674 f6601 (m7794) f5087 , MDHMFD, 5086 5087, 3674 3675, G0, 1, G1, 1, 3, 3
2065, 5086, m, 5087, f, 3674, m, 3675, f, 5086 6564 3675 3674 6601 7795 5087 , m5086 (m6564) f3675 m3674 f6601 (f7795) f5087 , FDHMMD, 5086 5087, 3674 3675, G0, 1, G1, 1, 3, 3
2066, 5086, m, 5087, f, 3674, m, 3675, f, 5086 6565 3675 3674 6601 7795 5087 , m5086 (f6565) f3675 m3674 f6601 (f7795) f5087 , MDHMMD, 5086 5087, 3674 3675, G0, 1, G1, 1, 3, 3
2067, 4808, m, 4809, f, 3748, m, 3750, f, 4808 3158 3748 3750 3751 4809 , m4808 (m3158) m3748 f3750 (m3751) f4809 , FSWFD, 4808 4809, 3748 3750, G0, 1, G0, 1, 3, 2
2067, 4808, m, 4809, f, 3748, m, 3750, f, 4808 3158 3748 3750 3751 4809 , m4808 (m3158) m3748 f3750 (m3751) f4809 , FSWFD, 4808 4809, 3748 3750, G0, 1, G0, 1, 3, 2
2068, 4808, m, 4809, f, 3748, m, 3750, f, 4808 3158 3748 3750 3752 4809 , m4808 (m3158) m3748 f3750 (f3752) f4809 , FSWMD, 4808 4809, 3748 3750, G0, 1, G0, 1, 3, 2
2068, 4808, m, 4809, f, 3748, m, 3750, f, 4808 3158 3748 3750 3752 4809 , m4808 (m3158) m3748 f3750 (f3752) f4809 , FSWMD, 4808 4809, 3748 3750, G0, 1, G0, 1, 3, 2
2069, 4808, m, 4809, f, 3748, m, 3750, f, 4808 3749 3748 3750 3751 4809 , m4808 (f3749) m3748 f3750 (m3751) f4809 , MSWFD, 4808 4809, 3748 3750, G0, 1, G0, 1, 3, 2
2069, 4808, m, 4809, f, 3748, m, 3750, f, 4808 3749 3748 3750 3751 4809 , m4808 (f3749) m3748 f3750 (m3751) f4809 , MSWFD, 4808 4809, 3748 3750, G0, 1, G0, 1, 3, 2
2070, 4808, m, 4809, f, 3748, m, 3750, f, 4808 3749 3748 3750 3752 4809 , m4808 (f3749) m3748 f3750 (f3752) f4809 , MSWMD, 4808 4809, 3748 3750, G0, 1, G0, 1, 3, 2
2070, 4808, m, 4809, f, 3748, m, 3750, f, 4808 3749 3748 3750 3752 4809 , m4808 (f3749) m3748 f3750 (f3752) f4809 , MSWMD, 4808 4809, 3748 3750, G0, 1, G0, 1, 3, 2
2071, 4554, m, 4556, f, 3989, m, 3992, f, 4554 4555 3324 3349 3992 3989 3990 4556 , m4554 f4555 (m3324) m3349 f3992 m3989 (m3990) f4556 , MFSDHFD, 4554 4556, 3989 3992, G0, 2, G0, 1, 5, 2
2071, 4554, m, 4556, f, 3989, m, 3992, f, 4554 4555 3324 3349 3992 3989 3990 4556 , m4554 f4555 (m3324) m3349 f3992 m3989 (m3990) f4556 , MFSDHFD, 4554 4556, 3989 3992, G0, 2, G0, 1, 5, 2
2072, 4554, m, 4556, f, 3989, m, 3992, f, 4554 4555 3325 3349 3992 3989 3990 4556 , m4554 f4555 (f3325) m3349 f3992 m3989 (m3990) f4556 , MMSDHFD, 4554 4556, 3989 3992, G0, 2, G0, 1, 5, 2
2072, 4554, m, 4556, f, 3989, m, 3992, f, 4554 4555 3325 3349 3992 3989 3990 4556 , m4554 f4555 (f3325) m3349 f3992 m3989 (m3990) f4556 , MMSDHFD, 4554 4556, 3989 3992, G0, 2, G0, 1, 5, 2
2073, 4554, m, 4556, f, 3989, m, 3992, f, 4554 4555 3324 3349 3992 3989 3991 4556 , m4554 f4555 (m3324) m3349 f3992 m3989 (f3991) f4556 , MFSDHMD, 4554 4556, 3989 3992, G0, 2, G0, 1, 5, 2
2073, 4554, m, 4556, f, 3989, m, 3992, f, 4554 4555 3324 3349 3992 3989 3991 4556 , m4554 f4555 (m3324) m3349 f3992 m3989 (f3991) f4556 , MFSDHMD, 4554 4556, 3989 3992, G0, 2, G0, 1, 5, 2
2074, 4554, m, 4556, f, 3989, m, 3992, f, 4554 4555 3325 3349 3992 3989 3991 4556 , m4554 f4555 (f3325) m3349 f3992 m3989 (f3991) f4556 , MMSDHMD, 4554 4556, 3989 3992, G0, 2, G0, 1, 5, 2
2074, 4554, m, 4556, f, 3989, m, 3992, f, 4554 4555 3325 3349 3992 3989 3991 4556 , m4554 f4555 (f3325) m3349 f3992 m3989 (f3991) f4556 , MMSDHMD, 4554 4556, 3989 3992, G0, 2, G0, 1, 5, 2
2075, 4896, m, 4897, f, 4084, m, 4085, f, 4896 3318 4084 4085 3192 5041 3183 4897 , m4896 (m3318) m4084 f4085 f3192 (m5041) m3183 f4897 , FSWMFSD, 4896 4897, 4084 4085, G0, 1, G0, 2, 3, 4
2075, 4896, m, 4897, f, 4084, m, 4085, f, 4896 3318 4084 4085 3192 5041 3183 4897 , m4896 (m3318) m4084 f4085 f3192 (m5041) m3183 f4897 , FSWMFSD, 4896 4897, 4084 4085, G0, 1, G0, 2, 3, 4
2076, 4896, m, 4897, f, 4084, m, 4085, f, 4896 3318 4084 4085 3192 5042 3183 4897 , m4896 (m3318) m4084 f4085 f3192 (f5042) m3183 f4897 , FSWMMSD, 4896 4897, 4084 4085, G0, 1, G0, 2, 3, 4
2076, 4896, m, 4897, f, 4084, m, 4085, f, 4896 3318 4084 4085 3192 5042 3183 4897 , m4896 (m3318) m4084 f4085 f3192 (f5042) m3183 f4897 , FSWMMSD, 4896 4897, 4084 4085, G0, 1, G0, 2, 3, 4
2077, 4896, m, 4897, f, 4084, m, 4085, f, 4896 3319 4084 4085 3192 5041 3183 4897 , m4896 (f3319) m4084 f4085 f3192 (m5041) m3183 f4897 , MSWMFSD, 4896 4897, 4084 4085, G0, 1, G0, 2, 3, 4
2077, 4896, m, 4897, f, 4084, m, 4085, f, 4896 3319 4084 4085 3192 5041 3183 4897 , m4896 (f3319) m4084 f4085 f3192 (m5041) m3183 f4897 , MSWMFSD, 4896 4897, 4084 4085, G0, 1, G0, 2, 3, 4
2078, 4896, m, 4897, f, 4084, m, 4085, f, 4896 3319 4084 4085 3192 5042 3183 4897 , m4896 (f3319) m4084 f4085 f3192 (f5042) m3183 f4897 , MSWMMSD, 4896 4897, 4084 4085, G0, 1, G0, 2, 3, 4
2078, 4896, m, 4897, f, 4084, m, 4085, f, 4896 3319 4084 4085 3192 5042 3183 4897 , m4896 (f3319) m4084 f4085 f3192 (f5042) m3183 f4897 , MSWMMSD, 4896 4897, 4084 4085, G0, 1, G0, 2, 3, 4
2079, 4756, m, 4757, f, 4324, m, 4544, f, 4756 5002 7728 6051 4324 4544 6052 4757 , m4756 m5002 (m7728) f6051 m4324 f4544 (m6052) f4757 , FFDSWFD, 4756 4757, 4324 4544, G0, 2, G0, 1, 5, 2
2080, 4756, m, 4757, f, 4324, m, 4544, f, 4756 5002 7728 6051 4324 4544 6053 4757 , m4756 m5002 (m7728) f6051 m4324 f4544 (f6053) f4757 , FFDSWMD, 4756 4757, 4324 4544, G0, 2, G0, 1, 5, 2
2081, 4756, m, 4757, f, 4324, m, 4544, f, 4756 5002 7729 6051 4324 4544 6052 4757 , m4756 m5002 (f7729) f6051 m4324 f4544 (m6052) f4757 , FMDSWFD, 4756 4757, 4324 4544, G0, 2, G0, 1, 5, 2
2082, 4756, m, 4757, f, 4324, m, 4544, f, 4756 5002 7729 6051 4324 4544 6053 4757 , m4756 m5002 (f7729) f6051 m4324 f4544 (f6053) f4757 , FMDSWMD, 4756 4757, 4324 4544, G0, 2, G0, 1, 5, 2
2083, 4340, m, 4341, f, 4326, m, 4327, f, 4340 5000 4327 4326 6051 7728 5002 4341 , m4340 (m5000) f4327 m4326 f6051 (m7728) m5002 f4341 , FDHMFSD, 4340 4341, 4326 4327, G0, 1, G0, 2, 3, 4
2083, 4340, m, 4341, f, 4326, m, 4327, f, 4340 5000 4327 4326 6051 7728 5002 4341 , m4340 (m5000) f4327 m4326 f6051 (m7728) m5002 f4341 , FDHMFSD, 4340 4341, 4326 4327, G0, 1, G0, 2, 3, 4
2084, 4340, m, 4341, f, 4326, m, 4327, f, 4340 5001 4327 4326 6051 7728 5002 4341 , m4340 (f5001) f4327 m4326 f6051 (m7728) m5002 f4341 , MDHMFSD, 4340 4341, 4326 4327, G0, 1, G0, 2, 3, 4
2084, 4340, m, 4341, f, 4326, m, 4327, f, 4340 5001 4327 4326 6051 7728 5002 4341 , m4340 (f5001) f4327 m4326 f6051 (m7728) m5002 f4341 , MDHMFSD, 4340 4341, 4326 4327, G0, 1, G0, 2, 3, 4
2085, 4340, m, 4341, f, 4326, m, 4327, f, 4340 5000 4327 4326 6051 7729 5002 4341 , m4340 (m5000) f4327 m4326 f6051 (f7729) m5002 f4341 , FDHMMSD, 4340 4341, 4326 4327, G0, 1, G0, 2, 3, 4
2085, 4340, m, 4341, f, 4326, m, 4327, f, 4340 5000 4327 4326 6051 7729 5002 4341 , m4340 (m5000) f4327 m4326 f6051 (f7729) m5002 f4341 , FDHMMSD, 4340 4341, 4326 4327, G0, 1, G0, 2, 3, 4
2086, 4340, m, 4341, f, 4326, m, 4327, f, 4340 5001 4327 4326 6051 7729 5002 4341 , m4340 (f5001) f4327 m4326 f6051 (f7729) m5002 f4341 , MDHMMSD, 4340 4341, 4326 4327, G0, 1, G0, 2, 3, 4
2086, 4340, m, 4341, f, 4326, m, 4327, f, 4340 5001 4327 4326 6051 7729 5002 4341 , m4340 (f5001) f4327 m4326 f6051 (f7729) m5002 f4341 , MDHMMSD, 4340 4341, 4326 4327, G0, 1, G0, 2, 3, 4
2087, 4792, m, 4793, f, 4408, m, 4409, f, 4792 3517 4408 4409 3183 5041 3192 4793 , m4792 (m3517) m4408 f4409 m3183 (m5041) f3192 f4793 , FSWFFDD, 4792 4793, 4408 4409, G0, 1, G0, 2, 3, 4
2087, 4792, m, 4793, f, 4408, m, 4409, f, 4792 3517 4408 4409 3183 5041 3192 4793 , m4792 (m3517) m4408 f4409 m3183 (m5041) f3192 f4793 , FSWFFDD, 4792 4793, 4408 4409, G0, 1, G0, 2, 3, 4
2088, 4792, m, 4793, f, 4408, m, 4409, f, 4792 3517 4408 4409 3183 5042 3192 4793 , m4792 (m3517) m4408 f4409 m3183 (f5042) f3192 f4793 , FSWFMDD, 4792 4793, 4408 4409, G0, 1, G0, 2, 3, 4
2088, 4792, m, 4793, f, 4408, m, 4409, f, 4792 3517 4408 4409 3183 5042 3192 4793 , m4792 (m3517) m4408 f4409 m3183 (f5042) f3192 f4793 , FSWFMDD, 4792 4793, 4408 4409, G0, 1, G0, 2, 3, 4
2089, 4792, m, 4793, f, 4408, m, 4409, f, 4792 3520 4408 4409 3183 5041 3192 4793 , m4792 (f3520) m4408 f4409 m3183 (m5041) f3192 f4793 , MSWFFDD, 4792 4793, 4408 4409, G0, 1, G0, 2, 3, 4
2089, 4792, m, 4793, f, 4408, m, 4409, f, 4792 3520 4408 4409 3183 5041 3192 4793 , m4792 (f3520) m4408 f4409 m3183 (m5041) f3192 f4793 , MSWFFDD, 4792 4793, 4408 4409, G0, 1, G0, 2, 3, 4
2090, 4792, m, 4793, f, 4408, m, 4409, f, 4792 3520 4408 4409 3183 5042 3192 4793 , m4792 (f3520) m4408 f4409 m3183 (f5042) f3192 f4793 , MSWFMDD, 4792 4793, 4408 4409, G0, 1, G0, 2, 3, 4
2090, 4792, m, 4793, f, 4408, m, 4409, f, 4792 3520 4408 4409 3183 5042 3192 4793 , m4792 (f3520) m4408 f4409 m3183 (f5042) f3192 f4793 , MSWFMDD, 4792 4793, 4408 4409, G0, 1, G0, 2, 3, 4
2091, 4992, m, 4993, f, 4543, m, 4545, f, 4992 4331 4332 6772 7169 4402 4400 4545 4543 4324 6051 7728 5002 4994 4993 , m4992 f4331 m4332 (m6772) m7169 f4402 f4400 f4545 m4543 m4324 f6051 (m7728) m5002 f4994 f4993 , MFFSDDDHFMFSDD, 4992 4993, 4543 4545, G-1, 3, G0, 3, 8, 6
2091, 4992, m, 4993, f, 4543, m, 4545, f, 4992 4331 4332 6772 7169 4402 4400 4545 4543 4324 6051 7728 5002 4994 4993 , m4992 f4331 m4332 (m6772) m7169 f4402 f4400 f4545 m4543 m4324 f6051 (m7728) m5002 f4994 f4993 , MFFSDDDHFMFSDD, 4992 4993, 4543 4545, G-1, 3, G0, 3, 8, 6
2092, 4992, m, 4993, f, 4543, m, 4545, f, 4992 4331 4332 6773 7169 4402 4400 4545 4543 4324 6051 7728 5002 4994 4993 , m4992 f4331 m4332 (f6773) m7169 f4402 f4400 f4545 m4543 m4324 f6051 (m7728) m5002 f4994 f4993 , MFMSDDDHFMFSDD, 4992 4993, 4543 4545, G-1, 3, G0, 3, 8, 6
2092, 4992, m, 4993, f, 4543, m, 4545, f, 4992 4331 4332 6773 7169 4402 4400 4545 4543 4324 6051 7728 5002 4994 4993 , m4992 f4331 m4332 (f6773) m7169 f4402 f4400 f4545 m4543 m4324 f6051 (m7728) m5002 f4994 f4993 , MFMSDDDHFMFSDD, 4992 4993, 4543 4545, G-1, 3, G0, 3, 8, 6
2093, 4992, m, 4993, f, 4543, m, 4545, f, 4992 4331 4332 6772 7169 4402 4400 4545 4543 4324 6051 7729 5002 4994 4993 , m4992 f4331 m4332 (m6772) m7169 f4402 f4400 f4545 m4543 m4324 f6051 (f7729) m5002 f4994 f4993 , MFFSDDDHFMMSDD, 4992 4993, 4543 4545, G-1, 3, G0, 3, 8, 6
2093, 4992, m, 4993, f, 4543, m, 4545, f, 4992 4331 4332 6772 7169 4402 4400 4545 4543 4324 6051 7729 5002 4994 4993 , m4992 f4331 m4332 (m6772) m7169 f4402 f4400 f4545 m4543 m4324 f6051 (f7729) m5002 f4994 f4993 , MFFSDDDHFMMSDD, 4992 4993, 4543 4545, G-1, 3, G0, 3, 8, 6
2094, 4992, m, 4993, f, 4543, m, 4545, f, 4992 4331 4332 6773 7169 4402 4400 4545 4543 4324 6051 7729 5002 4994 4993 , m4992 f4331 m4332 (f6773) m7169 f4402 f4400 f4545 m4543 m4324 f6051 (f7729) m5002 f4994 f4993 , MFMSDDDHFMMSDD, 4992 4993, 4543 4545, G-1, 3, G0, 3, 8, 6
2094, 4992, m, 4993, f, 4543, m, 4545, f, 4992 4331 4332 6773 7169 4402 4400 4545 4543 4324 6051 7729 5002 4994 4993 , m4992 f4331 m4332 (f6773) m7169 f4402 f4400 f4545 m4543 m4324 f6051 (f7729) m5002 f4994 f4993 , MFMSDDDHFMMSDD, 4992 4993, 4543 4545, G-1, 3, G0, 3, 8, 6
2095, 4898, m, 4899, f, 4855, m, 4856, f, 4898 4100 4856 4855 3161 4899 , m4898 (m4100) f4856 m4855 (m3161) f4899 , FDHFD, 4898 4899, 4855 4856, G0, 1, G0, 1, 3, 2
2095, 4898, m, 4899, f, 4855, m, 4856, f, 4898 4100 4856 4855 3161 4899 , m4898 (m4100) f4856 m4855 (m3161) f4899 , FDHFD, 4898 4899, 4855 4856, G0, 1, G0, 1, 3, 2
2096, 4898, m, 4899, f, 4855, m, 4856, f, 4898 4101 4856 4855 3161 4899 , m4898 (f4101) f4856 m4855 (m3161) f4899 , MDHFD, 4898 4899, 4855 4856, G0, 1, G0, 1, 3, 2
2096, 4898, m, 4899, f, 4855, m, 4856, f, 4898 4101 4856 4855 3161 4899 , m4898 (f4101) f4856 m4855 (m3161) f4899 , MDHFD, 4898 4899, 4855 4856, G0, 1, G0, 1, 3, 2
